id,rs,mvol,bd,porosity,clay,org,ra,paper,climate,vegetation,treatment,hydro_alpha,hydro_n,hydro_thetaS,hydro_thetaR,mp
Fog1,0.39,0.16,1.54,0.418867925,0.09,0.028,0.34,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,5764.994815
Fog1,0.4,0.17,1.54,0.418867925,0.09,0.028,0.36,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,5024.515011
Fog1,0.4,0.17,1.54,0.418867925,0.09,0.028,0.31,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,4940.23848
Fog1,0.33,0.14,1.54,0.418867925,0.09,0.028,0.22,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,13948.40645
Fog1,0.34,0.14,1.54,0.418867925,0.09,0.028,0.25,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,12854.40732
Fog1,0.34,0.14,1.54,0.418867925,0.09,0.028,0.31,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,11557.33157
Fog1,0.35,0.15,1.54,0.418867925,0.09,0.028,0.35,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,10702.30408
Fog1,0.36,0.15,1.54,0.418867925,0.09,0.028,0.33,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,8852.804734
Fog1,0.36,0.15,1.54,0.418867925,0.09,0.028,0.37,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,9043.465897
Fog1,0.34,0.14,1.54,0.418867925,0.09,0.028,0.38,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,12435.5674
Fog1,0.37,0.16,1.54,0.418867925,0.09,0.028,0.43,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,7367.965839
Fog1,0.4,0.17,1.54,0.418867925,0.09,0.028,0.47,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,5403.558447
Fog1,0.41,0.17,1.54,0.418867925,0.09,0.028,0.45,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,4559.370023
Fog1,0.42,0.17,1.54,0.418867925,0.09,0.028,0.45,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,4238.668241
Fog1,0.44,0.19,1.54,0.418867925,0.09,0.028,0.49,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,3160.892489
Fog1,0.43,0.18,1.54,0.418867925,0.09,0.028,0.55,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,3667.32959
Fog1,0.42,0.18,1.54,0.418867925,0.09,0.028,0.61,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,4137.218217
Fog1,0.43,0.18,1.54,0.418867925,0.09,0.028,0.62,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,3595.799653
Fog1,0.41,0.17,1.54,0.418867925,0.09,0.028,0.67,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,4779.043794
Fog1,0.46,0.19,1.54,0.418867925,0.09,0.028,0.68,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,2556.701448
Fog1,0.51,0.21,1.54,0.418867925,0.09,0.028,0.84,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,1748.070014
Fog1,0.53,0.22,1.54,0.418867925,0.09,0.028,0.91,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,1467.721449
Fog1,0.54,0.23,1.54,0.418867925,0.09,0.028,0.85,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,1310.683713
Fog1,0.56,0.24,1.54,0.418867925,0.09,0.028,0.89,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,1102.536916
Fog1,0.59,0.25,1.54,0.418867925,0.09,0.028,0.7,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,918.6265215
Fog1,0.59,0.25,1.54,0.418867925,0.09,0.028,0.78,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,896.0676717
Fog1,0.6,0.25,1.54,0.418867925,0.09,0.028,0.95,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,824.8160849
Fog1,0.61,0.26,1.54,0.418867925,0.09,0.028,1,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,754.3082451
Fog1,0.7,0.29,1.54,0.418867925,0.09,0.028,0.94,Carbone et al,Mediterranean,coastal forest,pre-pulse,0.00817,1.5474,0.5,0.07,428.3122495
Fog2,0.34,0.14,1.54,0.418867925,0.09,0.028,0.11,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,11827.52066
Fog2,0.34,0.14,1.54,0.418867925,0.09,0.028,0.18,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,11353.86862
Fog2,0.33,0.14,1.54,0.418867925,0.09,0.028,0.17,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,13521.57289
Fog2,0.35,0.15,1.54,0.418867925,0.09,0.028,0.21,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,10592.93617
Fog2,0.36,0.15,1.54,0.418867925,0.09,0.028,0.16,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,8955.465665
Fog2,0.37,0.15,1.54,0.418867925,0.09,0.028,0.21,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,7715.667103
Fog2,0.37,0.16,1.54,0.418867925,0.09,0.028,0.23,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,7411.756834
Fog2,0.37,0.15,1.54,0.418867925,0.09,0.028,0.28,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,7942.342649
Fog2,0.39,0.16,1.54,0.418867925,0.09,0.028,0.28,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,6188.148923
Fog2,0.38,0.16,1.54,0.418867925,0.09,0.028,0.31,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,6458.674874
Fog2,0.35,0.15,1.54,0.418867925,0.09,0.028,0.26,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,9692.673509
Fog2,0.35,0.15,1.54,0.418867925,0.09,0.028,0.34,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,10009.93751
Fog2,0.37,0.15,1.54,0.418867925,0.09,0.028,0.35,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,8178.034808
Fog2,0.37,0.16,1.54,0.418867925,0.09,0.028,0.39,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,7371.564234
Fog2,0.39,0.16,1.54,0.418867925,0.09,0.028,0.36,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,5650.148827
Fog2,0.42,0.18,1.54,0.418867925,0.09,0.028,0.36,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,4140.212855
Fog2,0.42,0.17,1.54,0.418867925,0.09,0.028,0.42,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,4306.628646
Fog2,0.43,0.18,1.54,0.418867925,0.09,0.028,0.45,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,3698.342935
Fog2,0.4,0.17,1.54,0.418867925,0.09,0.028,0.43,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,5473.105654
Fog2,0.39,0.16,1.54,0.418867925,0.09,0.028,0.46,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,6049.435142
Fog2,0.4,0.17,1.54,0.418867925,0.09,0.028,0.46,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,4994.127387
Fog2,0.37,0.15,1.54,0.418867925,0.09,0.028,0.48,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,7761.573196
Fog2,0.42,0.17,1.54,0.418867925,0.09,0.028,0.61,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,4300.12075
Fog2,0.43,0.18,1.54,0.418867925,0.09,0.028,0.56,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,3793.975138
Fog2,0.44,0.18,1.54,0.418867925,0.09,0.028,0.57,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,3381.692004
Fog2,0.44,0.19,1.54,0.418867925,0.09,0.028,0.55,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,3164.486449
Fog2,0.47,0.2,1.54,0.418867925,0.09,0.028,0.62,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,2345.635422
Fog2,0.45,0.19,1.54,0.418867925,0.09,0.028,0.77,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,3018.954009
Fog2,0.51,0.21,1.54,0.418867925,0.09,0.028,0.76,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,1676.320093
Fog2,0.53,0.22,1.54,0.418867925,0.09,0.028,0.83,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,1425.234522
Fog2,0.54,0.23,1.54,0.418867925,0.09,0.028,0.82,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,1259.254035
Fog2,0.59,0.25,1.54,0.418867925,0.09,0.028,0.64,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,862.7151653
Fog2,0.57,0.24,1.54,0.418867925,0.09,0.028,0.84,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,997.4981572
Fog2,0.6,0.25,1.54,0.418867925,0.09,0.028,0.79,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,823.194597
Fog2,0.6,0.25,1.54,0.418867925,0.09,0.028,0.87,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,835.8251652
Fog2,0.62,0.26,1.54,0.418867925,0.09,0.028,0.95,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,722.5010132
Fog2,0.72,0.3,1.54,0.418867925,0.09,0.028,1,Carbone et al,Mediterranean,coastal forest,pulse_peak,0.00817,1.5474,0.5,0.07,383.8431022
Grazing,0.17,0.08,1.47,0.445283019,0.1,0.0158,0.032110092,Nie,semi_arid,grassland,year-long grazing,0.0072,1.5652,0.4,0,9060.071919
Grazing,0.17,0.08,1.47,0.445283019,0.1,0.0158,0.041284404,Nie,semi_arid,grassland,year-long grazing,0.0072,1.5652,0.4,0,9060.071919
Grazing,0.2,0.09,1.47,0.445283019,0.1,0.0158,0.02293578,Nie,semi_arid,grassland,year-long grazing,0.0072,1.5652,0.4,0,5433.170772
Grazing,0.22,0.1,1.47,0.445283019,0.1,0.0158,0.119266055,Nie,semi_arid,grassland,year-long grazing,0.0072,1.5652,0.4,0,4035.785199
Grazing,0.22,0.1,1.47,0.445283019,0.1,0.0158,0.105504587,Nie,semi_arid,grassland,year-long grazing,0.0072,1.5652,0.4,0,4035.785199
Grazing,0.25,0.11,1.47,0.445283019,0.1,0.0158,0.123853211,Nie,semi_arid,grassland,year-long grazing,0.0072,1.5652,0.4,0,3078.973912
Grazing,0.25,0.11,1.47,0.445283019,0.1,0.0158,0.399082569,Nie,semi_arid,grassland,year-long grazing,0.0072,1.5652,0.4,0,3078.973912
Grazing,0.25,0.11,1.47,0.445283019,0.1,0.0158,0.486238532,Nie,semi_arid,grassland,year-long grazing,0.0072,1.5652,0.4,0,3078.973912
Grazing,0.25,0.11,1.47,0.445283019,0.1,0.0158,0.353211009,Nie,semi_arid,grassland,year-long grazing,0.0072,1.5652,0.4,0,3078.973912
Grazing,0.25,0.11,1.47,0.445283019,0.1,0.0158,0.536697248,Nie,semi_arid,grassland,year-long grazing,0.0072,1.5652,0.4,0,3078.973912
Grazing,0.29,0.13,1.47,0.445283019,0.1,0.0158,0.766055046,Nie,semi_arid,grassland,year-long grazing,0.0072,1.5652,0.4,0,1905.754399
Grazing,0.34,0.15,1.47,0.445283019,0.1,0.0158,0.660550459,Nie,semi_arid,grassland,year-long grazing,0.0072,1.5652,0.4,0,1253.184287
Grazing,0.38,0.17,1.47,0.445283019,0.1,0.0158,1,Nie,semi_arid,grassland,year-long grazing,0.0072,1.5652,0.4,0,860.1082016
Grazing,0.4,0.18,1.47,0.445283019,0.1,0.0158,0.697247706,Nie,semi_arid,grassland,year-long grazing,0.0072,1.5652,0.4,0,721.201225
Grazing,0.45,0.2,1.47,0.445283019,0.1,0.0158,0.899082569,Nie,semi_arid,grassland,year-long grazing,0.0072,1.5652,0.4,0,516.2368698
Grazing,0.45,0.2,1.47,0.445283019,0.1,0.0158,0.527522936,Nie,semi_arid,grassland,year-long grazing,0.0072,1.5652,0.4,0,516.2368698
Grazing,0.45,0.2,1.47,0.445283019,0.1,0.0158,0.449541284,Nie,semi_arid,grassland,year-long grazing,0.0072,1.5652,0.4,0,516.2368698
Grazing,0.49,0.22,1.47,0.445283019,0.1,0.0158,0.486238532,Nie,semi_arid,grassland,year-long grazing,0.0072,1.5652,0.4,0,375.894639
mix,0.81,0.41,1.29,0.513207547,0.36,0.0391,0.543271316,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,17.15364746
mix,0.27,0.14,1.29,0.513207547,0.36,0.0391,0.64262303,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,1946.744382
mix,0.26,0.13,1.29,0.513207547,0.36,0.0391,0.620234251,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,2246.875148
mix,0.29,0.15,1.29,0.513207547,0.36,0.0391,0.686364294,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,1515.636444
mix,0.3,0.15,1.29,0.513207547,0.36,0.0391,0.723237095,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,1473.46624
mix,0.28,0.15,1.29,0.513207547,0.36,0.0391,0.734021786,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,1683.905269
mix,0.31,0.16,1.29,0.513207547,0.36,0.0391,0.660372584,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,1292.930392
mix,0.32,0.17,1.29,0.513207547,0.36,0.0391,0.726273678,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,1115.426435
mix,0.35,0.18,1.29,0.513207547,0.36,0.0391,0.656396105,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,869.0311633
mix,0.36,0.18,1.29,0.513207547,0.36,0.0391,0.670976527,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,831.6614223
mix,0.37,0.19,1.29,0.513207547,0.36,0.0391,0.827613631,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,743.5591293
mix,0.52,0.27,1.29,0.513207547,0.36,0.0391,0.827312383,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,235.7317797
mix,0.55,0.28,1.29,0.513207547,0.36,0.0391,0.908167446,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,187.5361683
mix,0.55,0.28,1.29,0.513207547,0.36,0.0391,0.75379573,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,187.2634554
mix,0.55,0.28,1.29,0.513207547,0.36,0.0391,1,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,186.0780689
mix,0.55,0.28,1.29,0.513207547,0.36,0.0391,0.779172892,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,180.2504564
mix,0.59,0.3,1.29,0.513207547,0.36,0.0391,0.852605196,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,142.6101825
mix,0.6,0.31,1.29,0.513207547,0.36,0.0391,0.870559599,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,134.7399553
mix,0.64,0.33,1.29,0.513207547,0.36,0.0391,0.687159589,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,96.76190369
mix,0.6,0.31,1.29,0.513207547,0.36,0.0391,0.812081265,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,129.0211292
mix,0.61,0.31,1.29,0.513207547,0.36,0.0391,0.833108401,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,125.1783667
mix,0.71,0.37,1.29,0.513207547,0.36,0.0391,0.818262881,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,52.73856265
mix,0.73,0.37,1.29,0.513207547,0.36,0.0391,0.663770666,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,45.7244142
mix,0.74,0.38,1.29,0.513207547,0.36,0.0391,0.821516364,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,39.92829695
mix,0.77,0.4,1.29,0.513207547,0.36,0.0391,0.508206006,Wangluk,troplical,forest,mixed forest,0.0103,1.5194,0.45,0,28.20158619
OakOA,0.18,0.07,1.64,0.381132075,0.1,0.0092,0.070848374,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,23088.24013
OakOA,0.18,0.07,1.64,0.381132075,0.1,0.0092,0.079323201,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,23088.24013
OakOA,0.18,0.07,1.64,0.381132075,0.1,0.0092,0.095649334,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,23088.24013
OakOA,0.18,0.07,1.64,0.381132075,0.1,0.0092,0.19109931,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,24408.85399
OakOA,0.21,0.08,1.64,0.381132075,0.1,0.0092,0.170344889,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,14251.98577
OakOA,0.2,0.08,1.64,0.381132075,0.1,0.0092,0.236171142,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,15761.29373
OakOA,0.3,0.11,1.64,0.381132075,0.1,0.0092,0.286091187,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,4511.940697
OakOA,0.3,0.11,1.64,0.381132075,0.1,0.0092,0.572899214,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,4441.03068
OakOA,0.33,0.13,1.64,0.381132075,0.1,0.0092,0.610336066,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,3007.213725
OakOA,0.34,0.13,1.64,0.381132075,0.1,0.0092,0.71835831,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,2963.943077
OakOA,0.36,0.14,1.64,0.381132075,0.1,0.0092,0.751634098,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,2438.982859
OakOA,0.36,0.14,1.64,0.381132075,0.1,0.0092,0.522177496,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,2405.583854
OakOA,0.43,0.17,1.64,0.381132075,0.1,0.0092,0.966724212,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,1265.30119
OakOA,0.52,0.2,1.64,0.381132075,0.1,0.0092,1,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,685.574816
OakOA,0.52,0.2,1.64,0.381132075,0.1,0.0092,0.519899727,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,678.7399993
OakOA,0.72,0.27,1.64,0.381132075,0.1,0.0092,0.490785003,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,200.7834791
OakOA,0.72,0.27,1.64,0.381132075,0.1,0.0092,0.353126312,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,202.523275
OakOA,0.76,0.29,1.64,0.381132075,0.1,0.0092,0.348939798,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,157.6392301
OakOA,0.77,0.29,1.64,0.381132075,0.1,0.0092,0.435558647,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,154.7521694
OakOA,0.86,0.33,1.64,0.381132075,0.1,0.0092,0.464673371,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,87.95958165
OakOA,0.86,0.33,1.64,0.381132075,0.1,0.0092,0.785037136,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,87.14948814
OakOA,0.87,0.33,1.64,0.381132075,0.1,0.0092,0.555542359,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,85.16480795
OakOA,0.95,0.36,1.64,0.381132075,0.1,0.0092,0.493050047,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,49.76892209
OakOA,0.96,0.37,1.64,0.381132075,0.1,0.0092,0.509567054,Tang,Mediterranean,savanna,open,0.0122,1.4502,0.44,0,46.29548306
OakUT,0.18,0.07,1.64,0.381132075,0.1,0.0092,0.07088744,Tang,Mediterranean,savanna,under,0.0122,1.4502,0.44,0,23088.24013
OakUT,0.17,0.07,1.64,0.381132075,0.1,0.0092,0.091085371,Tang,Mediterranean,savanna,under,0.0122,1.4502,0.44,0,26708.9318
OakUT,0.18,0.07,1.64,0.381132075,0.1,0.0092,0.118872031,Tang,Mediterranean,savanna,under,0.0122,1.4502,0.44,0,23088.24013
OakUT,0.17,0.07,1.64,0.381132075,0.1,0.0092,0.146674162,Tang,Mediterranean,savanna,under,0.0122,1.4502,0.44,0,26072.12696
OakUT,0.18,0.07,1.64,0.381132075,0.1,0.0092,0.146890762,Tang,Mediterranean,savanna,under,0.0122,1.4502,0.44,0,23913.83389
OakUT,0.2,0.08,1.64,0.381132075,0.1,0.0092,0.24518839,Tang,Mediterranean,savanna,under,0.0122,1.4502,0.44,0,14820.40453
OakUT,0.23,0.09,1.64,0.381132075,0.1,0.0092,0.273060143,Tang,Mediterranean,savanna,under,0.0122,1.4502,0.44,0,10030.40655
OakUT,0.21,0.08,1.64,0.381132075,0.1,0.0092,0.257395336,Tang,Mediterranean,savanna,under,0.0122,1.4502,0.44,0,14222.28006
OakUT,0.3,0.11,1.64,0.381132075,0.1,0.0092,0.216914381,Tang,Mediterranean,savanna,under,0.0122,1.4502,0.44,0,4463.591408
OakUT,0.3,0.11,1.64,0.381132075,0.1,0.0092,0.429228595,Tang,Mediterranean,savanna,under,0.0122,1.4502,0.44,0,4374.896009
OakUT,0.33,0.13,1.64,0.381132075,0.1,0.0092,0.492429321,Tang,Mediterranean,savanna,under,0.0122,1.4502,0.44,0,3068.575588
